ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,-log10(pValue),Significance,label
ENSG00000156508,6632.971471372492,-0.06620691785597378,0.03257265314739938,-2.0325921120508963,0.04209374909065436,0.9997156232698201,EEF1A1,1.375782391978926,1.375782391978926,Not significant
ENSG00000141736,1780.5627406100175,0.03693489648273786,0.04074524522502289,0.9064835977488491,0.364679942647519,0.9997156232698201,ERBB2,0.4380881221730465,0.4380881221730465,Not significant
ENSG00000075624,4012.2208909046376,-0.06130137706634903,0.04805488872051234,-1.2756532935260423,0.20207810601871667,0.9997156232698201,ACTB,0.694480737203802,0.694480737203802,Not significant
ENSG00000096384,1679.7115437917128,0.034238090803036164,0.025133528629149197,1.3622476695662917,0.17311973641513445,0.9997156232698201,HSP90AB1,0.761653417811624,0.761653417811624,Not significant
ENSG00000182718,3062.1648813289244,-0.09704987297129926,0.028350414013191483,-3.423225950991115,0.0006188261521227321,0.9997156232698201,ANXA2,3.208431340928398,3.208431340928398,Not significant
ENSG00000080824,1255.9637576433688,-0.08149011034848958,0.028207212850269194,-2.8889812964173056,0.003864920618576115,0.9997156232698201,HSP90AA1,2.412859421608113,2.412859421608113,Not significant
ENSG00000198804,2732.2820292381793,-0.11945994663492113,0.0658782669985399,-1.8133437942071062,0.06977881263691887,0.9997156232698201,MT-CO1,1.1562764248222936,1.1562764248222936,Not significant
ENSG00000108298,6284.094520608172,-0.08746833324932796,0.04686941306805626,-1.8662135393571164,0.06201149555738042,0.9997156232698201,RPL19,1.207527794463639,1.207527794463639,Not significant
ENSG00000170421,2030.315021262434,0.02511961753082108,0.03020831500825947,0.8315464640762964,0.4056649911871686,0.9997156232698201,KRT8,0.3918324702110516,0.3918324702110516,Not significant
ENSG00000131747,605.806106490247,0.031426048230357925,0.047389735824206344,0.6631403970457611,0.5072406402215761,0.9997156232698201,TOP2A,0.29478595797155,0.29478595797155,Not significant
ENSG00000140988,3388.6721952831776,-0.07435769143556654,0.04508949959152516,-1.6491132549526568,0.09912443461981611,0.9997156232698201,RPS2,1.0038192767708773,1.0038192767708773,Not significant
ENSG00000196262,4728.739653755753,-0.1044071777389406,0.05119979723659312,-2.039210765942634,0.04142899688933811,0.9997156232698201,PPIA,1.3826955820456417,1.3826955820456417,Not significant
ENSG00000205542,5704.3609994593035,-0.10013148657514016,0.049318971555203206,-2.0302833456910596,0.042327746100342796,0.9997156232698201,TMSB4X,1.3733748565494923,1.3733748565494923,Not significant
ENSG00000196924,433.8412451802463,-0.08524900976341954,0.06775574214805245,-1.258181329888509,0.20832618544355652,0.9997156232698201,FLNA,0.6812561382188308,0.6812561382188308,Not significant
ENSG00000131748,1241.5210808841603,-0.026518719934135793,0.02410542769293678,-1.100114060283035,0.27128242844842065,0.9997156232698201,STARD3,0.5665783355234376,0.5665783355234376,Not significant
ENSG00000198886,1835.8320006661108,-0.1583606821496598,0.07839949316193864,-2.019919718390994,0.04339171559331195,0.9997156232698201,MT-ND4,1.362593178679747,1.362593178679747,Not significant
ENSG00000187514,2303.6130349518885,-0.09467357476781882,0.046486975175810456,-2.036561303672051,0.04169402391535425,0.9997156232698201,PTMA,1.3799261888290386,1.3799261888290386,Not significant
ENSG00000184009,1521.475925265605,0.03189681328140616,0.04142813191590964,0.7699312473502294,0.4413406771154398,0.9997156232698201,ACTG1,0.355226043020415,0.355226043020415,Not significant
ENSG00000198712,4167.507576009501,-0.22651405791404752,0.0758939763157326,-2.9846118086066316,0.0028393841030143548,0.9997156232698201,MT-CO2,2.5467758534987706,2.5467758534987706,Not significant
ENSG00000181163,2857.7345078627386,-0.027032948563327903,0.04155590460549574,-0.6505200360805721,0.5153563638338599,0.9997156232698201,NPM1,0.28789235673670327,0.28789235673670327,Not significant
ENSG00000089157,2239.7811803515206,-0.07810294520781205,0.044419807202126155,-1.7582909545828385,0.07869801598187237,0.9997156232698201,RPLP0,1.104036216293871,1.104036216293871,Not significant
ENSG00000150991,1276.9677290222558,-0.034046376901017694,0.09657029610895701,-0.35255537440419893,0.7244217979267311,0.9997156232698201,UBC,0.1400084901955447,0.1400084901955447,Not significant
ENSG00000137309,1185.0133660081967,-0.03422950547746869,0.07121020276182237,-0.4806826009463353,0.6307420988965908,0.9997156232698201,HMGA1,0.2001481810436078,0.2001481810436078,Not significant
ENSG00000174444,2357.475578684072,-0.07373325940444811,0.043721595009523766,-1.6864265676580867,0.09171366782564204,0.9997156232698201,RPL4,1.0375659378421733,1.0375659378421733,Not significant
ENSG00000172057,911.886507151809,-0.025812997400671046,0.029916706273793163,-0.8628288543676702,0.38823157210424875,0.9997156232698201,ORMDL3,0.41090914943938894,0.41090914943938894,Not significant
ENSG00000065978,1445.1821586855308,-0.06822033511078289,0.03132269320102934,-2.1779843346465815,0.029407203051257852,0.9997156232698201,YBX1,1.5315462797149195,1.5315462797149195,Not significant
ENSG00000125691,4007.0466688307333,-0.11716534492317192,0.057612647281375384,-2.0336740360314653,0.04198447165272949,0.9997156232698201,RPL23,1.3769113077573727,1.3769113077573727,Not significant
ENSG00000122566,1130.0179410175492,-0.04311049336443315,0.02210548887938613,-1.9502166905086937,0.051150297284963196,0.9997156232698201,HNRNPA2B1,1.291151837829751,1.291151837829751,Not significant
ENSG00000161016,2245.29949246435,-0.09881852038689735,0.054076232722864374,-1.8273928380575808,0.0676407254057049,0.9997156232698201,RPL8,1.1697917435047296,1.1697917435047296,Not significant
ENSG00000171345,1440.8741413159855,-0.036201076162538995,0.042962920247968966,-0.8426120932561695,0.3994454254011429,0.9997156232698201,KRT19,0.39854254818022256,0.39854254818022256,Not significant
ENSG00000123416,1127.5825725169884,-0.03929812862949736,0.05293045251262927,-0.7424483782775289,0.45781571736169124,0.9997156232698201,TUBA1B,0.33930930155601613,0.33930930155601613,Not significant
ENSG00000135480,1188.0146130745698,0.025814480977666903,0.06835224164361839,0.377668388876856,0.7056769535789896,0.9997156232698201,KRT7,0.15139406578381923,0.15139406578381923,Not significant
ENSG00000235941,680.2608156837641,-0.036316427547515656,0.22401310850879722,-0.16211742156191486,0.8712133872523873,0.9997156232698201,HSPA1A,0.059875459738542074,0.059875459738542074,Not significant
ENSG00000130402,762.2845739205542,0.0967436841731079,0.055895614893656236,1.730792019323284,0.08348886581522283,0.9997156232698201,ACTN4,1.0783714387371188,1.0783714387371188,Not significant
ENSG00000149925,1489.5659858443405,-0.05272462067069007,0.0389609228461501,-1.3532692970053717,0.17596961407682354,0.9997156232698201,ALDOA,0.7545623184248212,0.7545623184248212,Not significant
ENSG00000087086,2127.009952112467,-0.10309455980698205,0.05527127658661999,-1.865246583284799,0.062146848733371035,0.9997156232698201,FTL,1.2065808881390776,1.2065808881390776,Not significant
ENSG00000166598,608.1031784816994,-0.043587130073253516,0.026584419384924327,-1.6395742725143436,0.10109371604556008,0.9997156232698201,HSP90B1,0.9952758391820516,0.9952758391820516,Not significant
ENSG00000198938,2444.726933998967,-0.1701330738361311,0.06959012833701576,-2.4447874706050143,0.01449375227587877,0.9997156232698201,MT-CO3,1.8388191658229214,1.8388191658229214,Not significant
ENSG00000100345,206.64803478229996,0.12033454019939194,0.08033041004292965,1.4979948457263388,0.13413458960966881,0.9997156232698201,MYH9,0.8724592151420304,0.8724592151420304,Not significant
ENSG00000184254,498.7692055887316,0.053996030142010105,0.12582631957290882,0.4291314434475105,0.6678275707721063,0.9997156232698201,ALDH1A3,0.1753356553819495,0.1753356553819495,Not significant
ENSG00000167996,2321.0202827292874,-0.0944169793699017,0.05014120277263192,-1.883021829333468,0.059697409710017794,0.9997156232698201,FTH1,1.2240445126403359,1.2240445126403359,Not significant
ENSG00000184110,806.957915622754,0.0466989832902634,0.04339793293447004,1.0760646909330422,0.2818983255973736,0.9997156232698201,EIF3C,0.549907503716836,0.549907503716836,Not significant
ENSG00000254772,990.732762331177,-0.0695042746359198,0.03667986104738666,-1.8948892566994002,0.05810707477218186,0.9997156232698201,EEF1G,1.2357709872746445,1.2357709872746445,Not significant
ENSG00000167658,439.42268606809677,0.051904154709583074,0.04557183407935677,1.1389525077968001,0.25472296328387545,0.9997156232698201,EEF2,0.5939319016090798,0.5939319016090798,Not significant
ENSG00000135486,1104.2523004701927,-0.07358249271871388,0.04890164171763949,-1.5047039349636326,0.13240021097608343,0.9997156232698201,HNRNPA1,0.8781113228594922,0.8781113228594922,Not significant
ENSG00000141741,1779.6478931145057,-0.10893614773484532,0.049150389091980655,-2.2163842392169237,0.026665198164025607,0.9997156232698201,MIEN1,1.5740551844835218,1.5740551844835218,Not significant
ENSG00000087460,929.3565147092787,-0.08556022979683163,0.028278257160091223,-3.02565427962731,0.002480957977471422,0.9997156232698201,GNAS,2.605380591756343,2.605380591756343,Not significant
ENSG00000204628,1746.2473574163714,-0.0747325777525423,0.035436152636292725,-2.108935993124809,0.03495010686992815,0.9997156232698201,RACK1,1.4565514919369231,1.4565514919369231,Not significant
ENSG00000115306,151.48186576393013,0.13176649924798198,0.05528270796780671,2.383502981162117,0.017148745571443278,0.9997156232698201,SPTBN1,1.7657676430454294,1.7657676430454294,Not significant
ENSG00000142541,1355.630003044947,-0.10845194905376976,0.05454815120032228,-1.9881874393046157,0.046790963631605884,0.9997156232698201,RPL13A,1.3298380106834424,1.3298380106834424,Not significant
ENSG00000110955,750.3594250367614,-0.025140846328322572,0.0282717200259245,-0.8892577567006539,0.373864568812483,0.9997156232698201,ATP5F1B,0.4272856910328457,0.4272856910328457,Not significant
