ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSG00000000003,51.17585926884506,0.05814651589428302,0.10953036913381832,0.5308711762236712,0.5955080529364587,0.6848166029973519,TSPAN6
ENSG00000000419,310.30881728400243,-0.46481304703833265,0.13326001723877184,-3.488015810514963,0.0004866193029860241,0.0018933382670118883,DPM1
ENSG00000000457,882.311737444341,0.024101545116493272,0.059173358961872355,0.4073039884726303,0.6837847337668645,0.759938292917403,SCYL3
ENSG00000000460,228.2527659944014,-0.6457588128890129,0.07433881035880913,-8.686698237060108,3.731255523922973e-18,3.0406442999988926e-16,C1orf112
ENSG00000000938,6938.19063432008,0.8214222026079657,0.12231245318204803,6.71576917344118,1.8707673761648062e-11,3.638927033512462e-10,FGR
ENSG00000000971,15.243919561368374,-0.4075474483337048,0.20892781493261367,-1.9506615165872132,0.051097324107855675,0.09999398920501734,CFH
ENSG00000001036,226.63121873946835,-0.3447705579765709,0.09399829157485946,-3.667838555363514,0.00024460954764236236,0.0010240176093847964,FUCA2
ENSG00000001084,344.00266632701863,-0.2942796466160679,0.07637358546327551,-3.853160026873078,0.00011660312708752323,0.0005315580837152666,GCLC
ENSG00000001167,897.4819619348693,0.07802195081604199,0.06095995156761933,1.2798886614845284,0.20058429588282323,0.29879837648038937,NFYA
ENSG00000001460,104.33438317937818,-0.04288707517209624,0.10830550780821616,-0.39598240237273313,0.6921180102798425,0.7671178138536252,STPG1
ENSG00000001461,750.5498150709557,-0.3165383988212139,0.09691913066432106,-3.2660053454002087,0.0010907619040624902,0.0038553839309766946,NIPAL3
ENSG00000001497,211.09408428301595,-0.5295520675848642,0.09821219885168116,-5.3919174377165415,6.97097976888969e-08,6.367169324763389e-07,LAS1L
ENSG00000001561,426.5458675024165,-0.9054601508384275,0.13979988156221934,-6.476830600428251,9.366925169969657e-11,1.5522556236302466e-09,ENPP4
ENSG00000001629,996.7950625889268,-0.5197446781026901,0.06621608283681198,-7.849221153470961,4.186288488394765e-15,1.8033928785159446e-13,ANKIB1
ENSG00000001630,429.2906316211151,-0.323630750839808,0.08257728984240559,-3.9191253607068037,8.887088446466907e-05,0.00041686977732361514,CYP51A1
ENSG00000001631,704.180695636993,-0.2883671468601745,0.0540904826692925,-5.331199365020315,9.756623517163865e-08,8.654406650384542e-07,KRIT1
ENSG00000002016,129.02005854026407,-0.2903597057993365,0.07937969170461481,-3.6578588246451478,0.00025433106094742793,0.0010611450198312084,RAD52
ENSG00000002330,184.54879962899432,0.05705493278964668,0.11036494656573481,0.5169660708861397,0.605179843929006,0.6930786332539631,BAD
ENSG00000002549,1756.1154156943728,-1.5513560627187966,0.19069815229189907,-8.13513945507011,4.1146442472764254e-16,2.175113900128871e-14,LAP3
ENSG00000002586,776.5992039518517,-0.42562779170342485,0.1117358278189947,-3.809232902385761,0.00013939860343914237,0.0006218730858333058,CD99
ENSG00000002587,69.8406688018169,0.47002621127737293,0.10719039315690035,4.38496582981434,1.1600398652369944e-05,6.580678541144529e-05,HS3ST1
ENSG00000002726,38.0857884940022,0.43705015574089606,0.3698874648368881,1.1815760124058952,0.23737397617020606,0.340404382848338,AOC1
ENSG00000002745,13.020552130561972,0.0030770731819792837,0.20127497953588003,0.015287907066614571,0.9878024901202864,0.9912955568078511,WNT16
ENSG00000002746,31.941995140729542,0.263811154299573,0.13238580408011882,1.9927450388858658,0.0462893728341924,0.09217984672730471,HECW1
ENSG00000002822,278.9206374032539,-0.4669200732092385,0.11243402704305522,-4.152835982922121,3.2838010808977736e-05,0.00016957307672658384,MAD1L1
ENSG00000002834,2324.399588954644,0.337889601105747,0.07656437393793837,4.4131439170342315,1.0188022213205e-05,5.86169117271222e-05,LASP1
ENSG00000002919,567.4353836988145,0.3955307228701366,0.07759539491443476,5.097347894244141,3.4444497642709437e-07,2.7086737669833145e-06,SNX11
ENSG00000002933,112.30481771900786,0.0969763682568279,0.2589064363282564,0.37456144247366535,0.707986653165772,0.7803217457574714,TMEM176A
ENSG00000003056,2350.3028643969956,-0.5998512423722686,0.08692201093723477,-6.901028127448791,5.162750824331375e-12,1.1217281038869621e-10,M6PR
ENSG00000003096,11.550134347550419,0.8401669569910786,0.15003965583266735,5.5996326593022845,2.1480649829771997e-08,2.1723725642162664e-07,KLHL13
ENSG00000003147,62.145916346960476,-0.35286358285034125,0.09488008339462894,-3.7190479837870427,0.00019997506435969598,0.0008587195755461753,ICA1
ENSG00000003249,10.308891619191948,0.7744123054285174,0.21090641340941504,3.671829096658219,0.00024082071133851182,0.0010097241644924228,DBNDD1
ENSG00000003393,327.5526128193507,0.07032553246176208,0.06972317769016402,1.0086392329144092,0.3131476845540321,0.4217711873434353,ALS2
ENSG00000003400,1557.3931646887875,-0.08182104638587417,0.09743996715360036,-0.8397072451481314,0.40107255072450065,0.5089628603216069,CASP10
ENSG00000003402,22610.58413558888,0.7232070495704339,0.10397935642211,6.955294535912827,3.5182619960155973e-12,7.96520728447142e-11,CFLAR
ENSG00000003436,598.7696569220417,-0.15640667787589105,0.0639334368892842,-2.446398715381844,0.014429133261322204,0.03488873836100866,TFPI
ENSG00000003509,374.7640540656018,0.017837380053770904,0.06332335664023772,0.2816872162212016,0.7781833577000604,0.8371001824875264,NDUFAF7
ENSG00000003756,4334.512574006291,0.15730558975171557,0.049718848957542895,3.163902484670265,0.0015566894395650727,0.005260747441484699,RBM5
ENSG00000004059,408.8272373135898,0.1563279298538972,0.07781439960826315,2.0089845920663847,0.044538767793061505,0.08928728563893455,ARF5
ENSG00000004139,122.20568172625362,-0.32533654651087407,0.10968468453630853,-2.966107327438035,0.003015952197833429,0.009280205963886921,SARM1
ENSG00000004142,452.65218324773633,-0.34691958780864585,0.06641042575161843,-5.223872364651892,1.7521957926574887e-07,1.4708624360159592e-06,POLDIP2
ENSG00000004399,132.7534224811929,0.18261479322645105,0.19428203721053275,0.9399468723326256,0.34724481280095887,0.4562612372567875,PLXND1
ENSG00000004455,1439.9937153618475,-0.39278887714758953,0.06167299140040987,-6.368896144463314,1.9039346889702724e-10,2.9697338401781056e-09,AK2
ENSG00000004468,844.5302027663114,-1.3705604696709603,0.1467865726613297,-9.337097016585828,9.901152983827607e-21,1.5936422951880135e-18,CD38
ENSG00000004478,403.59609218846083,-0.47322550392371815,0.1598556500757593,-2.9603301709976817,0.0030730950130813638,0.009428238014528998,FKBP4
ENSG00000004487,533.0172955016707,-0.4738203590886325,0.09071045433191888,-5.223437172466088,1.756320736460535e-07,1.4735603855282995e-06,KDM1A
ENSG00000004534,1156.08463204544,-0.043043374814127615,0.0527534145031688,-0.8159353327080293,0.41453712256758657,0.5215284849040078,RBM6
ENSG00000004660,228.93883955051106,0.9716851893485854,0.11187847334708254,8.68518456034084,3.781279381450741e-18,3.073667099213427e-16,CAMKK1
ENSG00000004700,1034.5905334392419,-0.8257282420156711,0.12161134188995028,-6.789894998140035,1.1221518689133326e-11,2.2675738452894526e-10,RECQL
ENSG00000004766,667.2049312224001,-0.42671670319900623,0.0859690865968772,-4.963606339101276,6.919612669302521e-07,5.094749865208811e-06,VPS50
ENSG00000004779,260.0171950310739,-0.8387171331256029,0.12908076492741036,-6.497615145039328,8.160323179144931e-11,1.3728693473307165e-09,NDUFAB1
ENSG00000004799,438.34448143526777,0.19270038666656955,0.17098050941725615,1.1270313050495646,0.2597292454410376,0.36506758259149535,PDK4
ENSG00000004809,31.9373990845015,0.12020631368134019,0.20316210779995472,0.5916768386735894,0.5540670090400059,0.6491571316576349,SLC22A16
ENSG00000004846,54.83680932308737,0.40216398100422046,0.13149362745279686,3.0584294371876535,0.0022250047248876786,0.007160385244162556,ABCB5
ENSG00000004864,167.13661250296556,-0.002778129196724761,0.0700320767124533,-0.0396693819052598,0.9683567121541062,0.9775119469443372,SLC25A13
ENSG00000004866,76.3630121191718,-0.1877565994069514,0.09127391819514452,-2.057067376087942,0.03967974532067874,0.08120083935291902,ST7
ENSG00000004897,1607.6346458042033,-0.22795517875190802,0.07769552611762706,-2.933955018295333,0.0033467270640780756,0.01014840322214396,CDC27
ENSG00000004939,3414.3058892148983,0.4262679556572359,0.2319854203673138,1.8374773508710383,0.06613945706279097,0.12314363000088704,SLC4A1
ENSG00000004961,190.84035347078063,-0.23662143458918247,0.08204534528890187,-2.884032406177098,0.003926183483359472,0.01160634942010651,HCCS
ENSG00000004975,98.36923369218563,-0.29361328837810485,0.07740514702920533,-3.793201093815159,0.00014871762276825104,0.0006581822888917178,DVL2
ENSG00000005007,1037.9119848293572,0.22582914448842675,0.07172476152504992,3.1485520437674204,0.0016408150325755507,0.005502036477392643,UPF1
ENSG00000005020,1969.0993014930596,0.852522885004508,0.12759148440856138,6.681659743644333,2.3625105877426334e-11,4.4959966196852754e-10,SKAP2
ENSG00000005022,1127.356601086769,-0.7369064943830773,0.12928127365865721,-5.700025019313622,1.1978984592607994e-08,1.2689721988868823e-07,SLC25A5
ENSG00000005059,699.6863568196285,-0.7660157650039788,0.11789530360297709,-6.497423914218033,8.170699129080914e-11,1.3739005105198842e-09,MCUB
ENSG00000005075,410.6587641835759,-0.0877487881683288,0.1154338516801455,-0.7601651239315054,0.4471558890953299,0.552764025983421,POLR2J
ENSG00000005100,167.80103064678514,-0.287361982204388,0.0605030608891638,-4.74954453512376,2.038752972356072e-06,1.3588326362106229e-05,DHX33
ENSG00000005156,549.8062944931733,-0.15664690390067923,0.07103730127789969,-2.2051359086386557,0.02744455896100162,0.05971794266251846,LIG3
ENSG00000005175,647.9706245053674,-0.22290556156552901,0.07500616316556279,-2.971829942474255,0.002960306037030836,0.00913504587085288,RPAP3
ENSG00000005187,167.02668553082677,0.843903858687062,0.15574728077172567,5.418417930030815,6.012872897341108e-08,5.577077522212716e-07,ACSM3
ENSG00000005189,31.501649881493062,-0.6924002462940924,0.11389932521618774,-6.07905485813788,1.2089299785154929e-09,1.567781438862315e-08,REXO5
ENSG00000005194,243.14983627963477,-0.5014206690796181,0.07828678265024185,-6.4049211387290175,1.5044712353265164e-10,2.395307746323005e-09,CIAPIN1
ENSG00000005206,200.1168883634929,0.11850695757051861,0.08889284697007195,1.3331439098853142,0.1824845820062484,0.2772230088780122,SPPL2B
ENSG00000005238,552.5408865846758,0.7969876731470024,0.11197482765836524,7.117561060943166,1.0985355787134393e-12,2.7528910180121756e-11,FAM214B
ENSG00000005249,1658.621429458354,1.5738893554099118,0.16147367999307058,9.747033420415347,1.8993757079053057e-22,5.2520173420643114e-20,PRKAR2B
ENSG00000005302,1999.4389724495936,0.5385637344765387,0.09174888451557588,5.869975829353094,4.358586779399262e-09,5.0450447043694074e-08,MSL3
ENSG00000005339,1364.1591426598907,0.47502782039370595,0.10079413475903004,4.712851809575643,2.4427384375352968e-06,1.6049446371068626e-05,CREBBP
ENSG00000005379,134.58480330022456,-0.6434529441646846,0.12646358293106633,-5.08804929649528,3.617653445178877e-07,2.83180073211776e-06,TSPOAP1
ENSG00000005381,78.9255226919112,0.7133373875580299,0.2750705397831441,2.5932889364320872,0.009506286855067728,0.02453705060915519,MPO
ENSG00000005436,269.2676523375737,-0.6299759538757257,0.11853033442449575,-5.314892233574374,1.0672046719867966e-07,9.38467125526416e-07,GCFC2
ENSG00000005448,86.74084965829479,-0.6497395701328158,0.10597769014799388,-6.130908960418734,8.737839847104348e-10,1.1686093209322856e-08,WDR54
ENSG00000005469,139.70025033856166,-0.7460116670030984,0.09956619297400641,-7.492620182815049,6.751206065057112e-14,2.2424539899048017e-12,CROT
ENSG00000005471,148.56288764540997,0.6355294882370233,0.16052363569725148,3.959102256041818,7.523202285225393e-05,0.00035887738179240917,ABCB4
ENSG00000005483,2441.56070844344,0.18678388547575664,0.05841721554653384,3.197411648745373,0.0013866688302579693,0.004764897503611877,KMT2E
ENSG00000005486,121.94904712872705,0.5678403076711181,0.10310703471653426,5.507289674581817,3.644003742119404e-08,3.5264974294061303e-07,RHBDD2
ENSG00000005700,999.4736590217905,-0.6300789277915966,0.08589239496496884,-7.335677716852276,2.2060229433378908e-13,6.541636504387483e-12,IBTK
ENSG00000005801,836.428797457336,-0.41755284802560133,0.0752555691607085,-5.5484644217349,2.8818951292820593e-08,2.8390703782744574e-07,ZNF195
ENSG00000005810,4811.362684704196,-0.2568400564954482,0.06931957938533873,-3.7051588998788785,0.00021125825273478495,0.000900596520289335,MYCBP2
ENSG00000005812,2198.30161991078,0.3122745619307264,0.0856974878124144,3.6439173411275814,0.00026851968746949853,0.0011150236078825847,FBXL3
ENSG00000005844,1731.386649756297,-0.2006713255662754,0.07886286648043597,-2.544560380848663,0.01094153930959706,0.02764826054394158,ITGAL
ENSG00000005882,82.94831012428124,-0.16568323907280533,0.11959203569382548,-1.385403619158893,0.16592908497620074,0.25725921440772176,PDK2
ENSG00000005884,136.06663628409964,0.248432301385067,0.12015575225522392,2.067585585560396,0.03867900867221794,0.0795159997816353,ITGA3
ENSG00000005889,1799.4080603105353,-0.04756725231300496,0.08389709889585992,-0.5669713606193869,0.570733639551126,0.6637772323889436,ZFX
ENSG00000005893,6199.817320554044,0.6483706043687355,0.11664956849051511,5.558276920856807,2.7245088455727113e-08,2.7029533938046106e-07,LAMP2
ENSG00000005961,786.8572326010343,2.010885665410395,0.20661936315400115,9.732319540214663,2.1952899086802596e-22,5.968236901312921e-20,ITGA2B
ENSG00000005981,50.648433283833086,0.19077881619374293,0.1281358976033877,1.4888787588958916,0.13651929789047265,0.22020602908473708,ASB4
ENSG00000006007,965.3592194098443,0.3659263285635771,0.09001536403339179,4.065154126664803,4.800073038822408e-05,0.00023902102963211102,GDE1
ENSG00000006015,323.97455284692666,-0.17388225110915692,0.08629821049602325,-2.0148998468186043,0.043915144064048485,0.08833816705590354,REX1BD
ENSG00000006025,77.37298701780539,-0.7674965932874039,0.1222443561616951,-6.278380592656732,3.421176229779908e-10,5.008230469947493e-09,OSBPL7
ENSG00000006042,93.30001708525192,0.40229729264952824,0.13494791465443565,2.98113011734713,0.0028718674154597,0.008899487990895806,TMEM98
ENSG00000006062,152.28624808723904,-0.22185670319852557,0.0973051240217952,-2.280010486897199,0.02260706651537568,0.050840604992291136,MAP3K14
ENSG00000006071,17.72075437115095,0.3913244761453313,0.16320361985915935,2.3977683612841094,0.016495292916856207,0.03902703791473834,ABCC8
ENSG00000006118,23.78145180272726,-0.0008345175370180169,0.18276801643154958,-0.0045659932919968034,0.9963568771064073,0.9974359528466903,TMEM132A
ENSG00000006125,1907.256180790886,0.054975574739075744,0.06474037988571073,0.8491697891814467,0.3957868212112913,0.5037371745476885,AP2B1
ENSG00000006194,409.43643997579585,-0.3325846030454672,0.0704798448101359,-4.718861171465537,2.3716859750733096e-06,1.560209620672963e-05,ZNF263
ENSG00000006210,37.27903488282142,0.3570448353473242,0.12867552750429134,2.774768771283387,0.005524096795188181,0.015498589863661755,CX3CL1
ENSG00000006282,97.06825699867238,-0.5694792659085018,0.1682519896386926,-3.3846807228337217,0.0007126109081474712,0.0026505389860182788,SPATA20
ENSG00000006327,48.58030006489461,0.7317299776774764,0.15697553613873802,4.661426841891843,3.140246923373912e-06,2.01694001320216e-05,TNFRSF12A
ENSG00000006432,97.59022642635132,0.21064266028274334,0.09255810590509864,2.275788362595911,0.022858679601055882,0.051290276313330475,MAP3K9
ENSG00000006451,269.055343490654,-0.42619979707174627,0.08144131358900594,-5.2332136883568205,1.6658796242044905e-07,1.4060667258613013e-06,RALA
